id,name,rank,salary,url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
4230557,Vlatko Cancar,318,2234359.0,https://www.espn.com/nba/player/_/id/4230557/vlatko-cancar,Denver Nuggets,Small Forward,"6' 8"", 236 lbs",4/10/1997 (26),,"2017: Rd 2, Pk 49 (DEN)",Active,3rd Season,"Koper, Slovenia"
4433246,Patrick Baldwin Jr.,319,2226000.0,https://www.espn.com/nba/player/_/id/4433246/patrick-baldwin-jr.,Golden State Warriors,Forward,"6' 9"", 220 lbs",11/18/2002 (20),Milwaukee,"2022: Rd 1, Pk 28 (GS)",Active,Rookie,"Sussex, WI"
4683749,TyTy Washington Jr.,320,2210040.0,https://www.espn.com/nba/player/_/id/4683749/tyty-washington-jr.,Houston Rockets,Guard,"6' 3"", 195 lbs",11/15/2001 (21),Kentucky,"2022: Rd 1, Pk 29 (MEM)",Active,Rookie,"Phoenix, AZ"
4592492,Bones Hyland,321,2201520.0,https://www.espn.com/nba/player/_/id/4592492/bones-hyland,LA Clippers,Point Guard,"6' 2"", 169 lbs",9/14/2000 (22),VCU,"2021: Rd 1, Pk 26 (DEN)",Active,1st Season,"Wilmington, DE"
4397102,Bol Bol,322,2200000.0,https://www.espn.com/nba/player/_/id/4397102/bol-bol,Orlando Magic,Center,"7' 2"", 220 lbs",11/16/1999 (23),Oregon,"2019: Rd 2, Pk 44 (MIA)",Active,3rd Season,"Khartoum, Sudan"
4576087,Peyton Watson,323,2193960.0,https://www.espn.com/nba/player/_/id/4576087/peyton-watson,Denver Nuggets,Forward,"6' 7"", 200 lbs",9/11/2002 (20),UCLA,"2022: Rd 1, Pk 30 (OKC)",Active,Rookie,"Long Beach, CA"
3907487,Marquese Chriss,324,2193920.0,https://www.espn.com/nba/player/_/id/3907487/marquese-chriss,,Small Forward,,7/2/1997,Washington,"2016: Rd 1, Pk 8 (SAC)",,,"Sacramento, CA"
2991042,Nik Stauskas,325,2193920.0,https://www.espn.com/nba/player/_/id/2991042/nik-stauskas,,Guard,,10/7/1993,Michigan,"2014: Rd 1, Pk 8 (SAC)",,,"Mississauga, AB"
4066299,Udoka Azubuike,326,2174880.0,https://www.espn.com/nba/player/_/id/4066299/udoka-azubuike,Utah Jazz,Center,"6' 11"", 270 lbs",9/17/1999 (23),Kansas,"2020: Rd 1, Pk 27 (UTAH)",Active,2nd Season,"Delta, Nigeria"
4431671,Jaden McDaniels,327,2161440.0,https://www.espn.com/nba/player/_/id/4431671/jaden-mcdaniels,Minnesota Timberwolves,Power Forward,"6' 9"", 185 lbs",9/29/2000 (22),Washington,"2020: Rd 1, Pk 28 (LAL)",Game Time Decision,2nd Season,"Seattle, WA"
3134916,Jordan McLaughlin,328,2160000.0,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin,Minnesota Timberwolves,Point Guard,"6' 0"", 185 lbs",4/9/1996 (27),USC,,Active,3rd Season,"Etiwanda, CA"
4066668,Malachi Flynn,329,2145720.0,https://www.espn.com/nba/player/_/id/4066668/malachi-flynn,Toronto Raptors,Point Guard,"6' 1"", 175 lbs",5/9/1998 (25),San Diego St,"2020: Rd 1, Pk 29 (TOR)",Active,2nd Season,"Tacoma, WA"
4432174,Cam Thomas,330,2138160.0,https://www.espn.com/nba/player/_/id/4432174/cam-thomas,Brooklyn Nets,Shooting Guard,"6' 3"", 210 lbs",10/13/2001 (21),LSU,"2021: Rd 1, Pk 27 (BKN)",Active,1st Season,"Chesapeake, VA"
3064560,Luke Kornet,331,2133278.0,https://www.espn.com/nba/player/_/id/3064560/luke-kornet,Boston Celtics,Center,"7' 2"", 250 lbs",7/15/1995 (27),Vanderbilt,,Active,5th Season,"Lantana, TX"
4066320,Desmond Bane,332,2130240.0,https://www.espn.com/nba/player/_/id/4066320/desmond-bane,Memphis Grizzlies,Shooting Guard,"6' 5"", 215 lbs",6/25/1998 (25),TCU,"2020: Rd 1, Pk 30 (BOS)",Game Time Decision,2nd Season,"Richmond, IN"
3135048,Jahlil Okafor,333,2130023.0,https://www.espn.com/nba/player/_/id/3135048/jahlil-okafor,,Center,,12/15/1995,Duke,"2015: Rd 1, Pk 3 (PHI)",,,"Chicago, IL"
4432164,Jaden Springer,334,2125200.0,https://www.espn.com/nba/player/_/id/4432164/jaden-springer,Philadelphia 76ers,Guard,"6' 4"", 202 lbs",9/25/2002 (20),Tennessee,"2021: Rd 1, Pk 28 (PHI)",Active,1st Season,"Charlotte, NC"
4432194,Day'Ron Sharpe,335,2109480.0,https://www.espn.com/nba/player/_/id/4432194/day'ron-sharpe,Brooklyn Nets,Center,"6' 9"", 265 lbs",11/6/2001 (21),North Carolina,"2021: Rd 1, Pk 29 (PHX)",Active,1st Season,"Greenville, NC"
3133635,Jevon Carter,336,2100000.0,https://www.espn.com/nba/player/_/id/3133635/jevon-carter,Chicago Bulls,Point Guard,"6' 1"", 200 lbs",9/14/1995 (27),West Virginia,"2018: Rd 2, Pk 32 (MEM)",Active,4th Season,"Maywood, IL"
4593125,Santi Aldama,337,2094240.0,https://www.espn.com/nba/player/_/id/4593125/santi-aldama,Memphis Grizzlies,Power Forward,"6' 11"", 215 lbs",1/10/2001 (22),Loyola MD,"2021: Rd 1, Pk 30 (UTAH)",Active,1st Season,"Las Palmas De Gas, Spain"
4230547,Frank Ntilikina,338,2036318.0,https://www.espn.com/nba/player/_/id/4230547/frank-ntilikina,Dallas Mavericks,Point Guard,"6' 4"", 200 lbs",7/28/1998 (24),,"2017: Rd 1, Pk 8 (NY)",Active,5th Season,"Ixelles, Belgium"
4065673,Tony Bradley,339,2036318.0,https://www.espn.com/nba/player/_/id/4065673/tony-bradley,,Center,,1/8/1998,North Carolina,"2017: Rd 1, Pk 28 (LAL)",,,"Bartow, FL"
4432823,Jaylin Williams,340,2000000.0,https://www.espn.com/nba/player/_/id/4432823/jaylin-williams,Oklahoma City Thunder,Forward,"6' 9"", 240 lbs",6/29/2002 (21),Arkansas,"2022: Rd 2, Pk 34 (OKC)",Active,Rookie,"Fort Smith, AR"
4432813,Jeremiah Robinson-Earl,341,2000000.0,https://www.espn.com/nba/player/_/id/4432813/jeremiah-robinson-earl,Oklahoma City Thunder,Power Forward,"6' 8"", 240 lbs",11/3/2000 (22),Villanova,"2021: Rd 2, Pk 32 (NY)",Active,1st Season,"Kansas City, KS"
3133626,Kenrich Williams,342,2000000.0,https://www.espn.com/nba/player/_/id/3133626/kenrich-williams,Oklahoma City Thunder,Small Forward,"6' 6"", 210 lbs",12/2/1994 (28),TCU,,Game Time Decision,4th Season,"Waco, TX"
2595435,Abdel Nader,343,2000000.0,https://www.espn.com/nba/player/_/id/2595435/abdel-nader,,Small Forward,,9/25/1993,Iowa State,"2016: Rd 2, Pk 58 (BOS)",,,"Alexandria, Egypt"
4433623,Caleb Houstan,344,2000000.0,https://www.espn.com/nba/player/_/id/4433623/caleb-houstan,Orlando Magic,Guard,"6' 8"", 210 lbs",1/9/2003 (20),Michigan,"2022: Rd 2, Pk 32 (ORL)",Active,Rookie,"Mississauga, ON"
3988,Danny Green,345,2000000.0,https://www.espn.com/nba/player/_/id/3988/danny-green,Cleveland Cavaliers,Forward,"6' 6"", 215 lbs",6/22/1987 (36),North Carolina,"2009: Rd 2, Pk 46 (CLE)",Active,13th Season,"North Babylon, NY"
3913180,Garrison Mathews,346,2000000.0,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews,Atlanta Hawks,Shooting Guard,"6' 6"", 215 lbs",10/24/1996 (26),Lipscomb,,Active,3rd Season,"Franklin, TN"
3915195,Shake Milton,347,1977718.0,https://www.espn.com/nba/player/_/id/3915195/shake-milton,Minnesota Timberwolves,Shooting Guard,"6' 5"", 205 lbs",9/26/1996 (26),SMU,"2018: Rd 2, Pk 54 (DAL)",Active,4th Season,"Owasso, OK"
3136485,Edmond Sumner,348,1968175.0,https://www.espn.com/nba/player/_/id/3136485/edmond-sumner,Brooklyn Nets,Point Guard,"6' 4"", 196 lbs",12/31/1995 (27),Xavier,"2017: Rd 2, Pk 52 (NO)",Active,4th Season,"Detroit, MI"
4278103,Jontay Porter,349,1950000.0,https://www.espn.com/nba/player/_/id/4278103/jontay-porter,,Power Forward,,11/15/1999,Missouri,,,,"Columbia, MO"
2999549,Denzel Valentine,350,1939350.0,https://www.espn.com/nba/player/_/id/2999549/denzel-valentine,,Guard,,11/16/1993,Michigan St,"2016: Rd 1, Pk 14 (CHI)",,,"Lansing, MI"
4278049,Daniel Gafford,351,1930681.0,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,Washington Wizards,Center,"6' 10"", 234 lbs",10/1/1998 (24),Arkansas,"2019: Rd 2, Pk 38 (CHI)",Active,3rd Season,"El Dorado, AR"
4066731,Jalen McDaniels,352,1930681.0,https://www.espn.com/nba/player/_/id/4066731/jalen-mcdaniels,Philadelphia 76ers,Power Forward,"6' 9"", 205 lbs",1/31/1998 (25),San Diego St,"2019: Rd 2, Pk 52 (CHA)",Active,3rd Season,"Federal Way, WA"
4396971,Naz Reid,353,1930681.0,https://www.espn.com/nba/player/_/id/4396971/naz-reid,Minnesota Timberwolves,Center,"6' 9"", 264 lbs",8/26/1999 (23),LSU,,Game Time Decision,3rd Season,"Asbury Park, NJ"
4278541,Jaylen Nowell,354,1930681.0,https://www.espn.com/nba/player/_/id/4278541/jaylen-nowell,Minnesota Timberwolves,Shooting Guard,"6' 4"", 201 lbs",7/9/1999 (23),Washington,"2019: Rd 2, Pk 43 (MIN)",Active,3rd Season,"Seattle, WA"
3907823,Terance Mann,355,1930681.0,https://www.espn.com/nba/player/_/id/3907823/terance-mann,LA Clippers,Shooting Guard,"6' 5"", 215 lbs",10/18/1996 (26),Florida St,"2019: Rd 2, Pk 48 (LAC)",Active,3rd Season,"Brooklyn, NY"
3912848,Dean Wade,356,1930681.0,https://www.espn.com/nba/player/_/id/3912848/dean-wade,Cleveland Cavaliers,Power Forward,"6' 9"", 228 lbs",11/20/1996 (26),Kansas St,,Active,3rd Season,"Wichita, KS"
4066317,Lindy Waters III,357,1927896.0,https://www.espn.com/nba/player/_/id/4066317/lindy-waters-iii,Oklahoma City Thunder,Forward,"6' 6"", 210 lbs",7/28/1997 (25),Oklahoma St,,Active,1st Season,"Norman, OK"
3914283,Chimezie Metu,358,1910680.0,https://www.espn.com/nba/player/_/id/3914283/chimezie-metu,Sacramento Kings,Power Forward,"6' 9"", 225 lbs",3/22/1997 (26),USC,"2018: Rd 2, Pk 49 (SA)",Active,4th Season,"Lawndale, CA"
3059262,Davon Reed,359,1902133.0,https://www.espn.com/nba/player/_/id/3059262/davon-reed,,Shooting Guard,,6/11/1995,Miami,"2017: Rd 2, Pk 32 (PHX)",,,"Ewing, NJ"
4277964,Xavier Tillman,360,1901625.0,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman,Memphis Grizzlies,Forward,"6' 8"", 245 lbs",1/12/1999 (24),Michigan St,"2020: Rd 2, Pk 35 (SAC)",Active,2nd Season,"Grand Rapids, MI"
4066651,Killian Tillie,361,1901625.0,https://www.espn.com/nba/player/_/id/4066651/killian-tillie,,Small Forward,,3/5/1998,Gonzaga,,,,"Cagnes-sur-Mer, France"
4683027,Theo Maledon,362,1900000.0,https://www.espn.com/nba/player/_/id/4683027/theo-maledon,Charlotte Hornets,Point Guard,"6' 5"", 175 lbs",6/12/2001 (22),,"2020: Rd 2, Pk 34 (PHI)",Active,2nd Season,"Paris, France"
3136779,Keita Bates-Diop,363,1878720.0,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop,Phoenix Suns,Small Forward,"6' 8"", 229 lbs",1/23/1996 (27),Ohio State,"2018: Rd 2, Pk 48 (MIN)",Active,4th Season,"Sacramento, CA"
3150844,Moritz Wagner,364,1878720.0,https://www.espn.com/nba/player/_/id/3150844/moritz-wagner,Orlando Magic,Center,"6' 11"", 245 lbs",4/26/1997 (26),Michigan,"2018: Rd 1, Pk 25 (LAL)",Active,4th Season,"Berlin, Germany"
3102533,Thanasis Antetokounmpo,365,1878720.0,https://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo,Milwaukee Bucks,Small Forward,"6' 7"", 219 lbs",7/18/1992 (30),,"2014: Rd 2, Pk 51 (NY)",Active,4th Season,"Athens, Greece"
4066264,Wenyen Gabriel,366,1878720.0,https://www.espn.com/nba/player/_/id/4066264/wenyen-gabriel,Los Angeles Lakers,Forward,"6' 9"", 205 lbs",3/26/1997 (26),Kentucky,,Active,3rd Season,"Manchester, NH"
4423885,Didi Louzada,367,1876222.0,https://www.espn.com/nba/player/_/id/4423885/didi-louzada,,Small Forward,,7/2/1999,,"2019: Rd 2, Pk 35 (ATL)",,,"Rio De Janeiro, Brazil"
4278031,Oshae Brissett,368,1846738.0,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett,Indiana Pacers,Small Forward,"6' 7"", 210 lbs",6/20/1998 (25),Syracuse,,Active,3rd Season,"Mississauga, ON"
4065697,Dennis Smith Jr.,369,1836090.0,https://www.espn.com/nba/player/_/id/4065697/dennis-smith-jr.,Charlotte Hornets,Point Guard,"6' 2"", 205 lbs",11/25/1997 (25),NC State,"2017: Rd 1, Pk 9 (DAL)",Game Time Decision,5th Season,"Fayetteville, NC"
3133602,Svi Mykhailiuk,370,1836090.0,https://www.espn.com/nba/player/_/id/3133602/svi-mykhailiuk,Charlotte Hornets,Shooting Guard,"6' 7"", 205 lbs",6/10/1997 (26),Kansas,"2018: Rd 2, Pk 47 (LAL)",Active,4th Season,"Cherkasy, Ukraine"
4017839,Juancho Hernangomez,371,1836090.0,https://www.espn.com/nba/player/_/id/4017839/juancho-hernangomez,,Power Forward,,9/28/1995,,"2016: Rd 1, Pk 15 (DEN)",,,"Madrid, Spain"
2581184,Anthony Gill,372,1836090.0,https://www.espn.com/nba/player/_/id/2581184/anthony-gill,Washington Wizards,Power Forward,"6' 8"", 230 lbs",10/17/1992 (30),Virginia,,Active,2nd Season,"High Point, NC"
3986,Taj Gibson,373,1836090.0,https://www.espn.com/nba/player/_/id/3986/taj-gibson,Washington Wizards,Forward,"6' 9"", 232 lbs",6/24/1985 (38),USC,"2009: Rd 1, Pk 26 (CHI)",Active,13th Season,"Brooklyn, NY"
4401416,Juan Toscano-Anderson,374,1836090.0,https://www.espn.com/nba/player/_/id/4401416/juan-toscano-anderson,Utah Jazz,Small Forward,"6' 6"", 209 lbs",4/10/1993 (30),Marquette,,Active,3rd Season,"Oakland, CA"
4395702,Isaiah Joe,375,1836090.0,https://www.espn.com/nba/player/_/id/4395702/isaiah-joe,Oklahoma City Thunder,Shooting Guard,"6' 3"", 165 lbs",7/2/1999 (23),Arkansas,"2020: Rd 2, Pk 49 (PHI)",Active,2nd Season,"Fort Smith, AR"
3138156,Justin Jackson,376,1836090.0,https://www.espn.com/nba/player/_/id/3138156/justin-jackson,,Small Forward,,3/28/1995,North Carolina,"2017: Rd 1, Pk 15 (POR)",,,"Tomball, TX"
2489716,Matthew Dellavedova,377,1836090.0,https://www.espn.com/nba/player/_/id/2489716/matthew-dellavedova,Sacramento Kings,Point Guard,"6' 3"", 200 lbs",9/8/1990 (32),Saint Mary's,,Game Time Decision,8th Season,"Maryborough, VIC"
3914285,Drew Eubanks,378,1836090.0,https://www.espn.com/nba/player/_/id/3914285/drew-eubanks,Phoenix Suns,Power Forward,"6' 10"", 245 lbs",2/1/1997 (26),Oregon St,,Active,2nd Season,"Troutdale, OR"
2991047,Ryan Arcidiacono,379,1836090.0,https://www.espn.com/nba/player/_/id/2991047/ryan-arcidiacono,,Guard,,3/26/1994,Villanova,,,,"Langhorne, PA"
4065663,Josh Okogie,380,1836090.0,https://www.espn.com/nba/player/_/id/4065663/josh-okogie,Phoenix Suns,Small Forward,"6' 4"", 213 lbs",9/1/1998 (24),Georgia Tech,"2018: Rd 1, Pk 20 (MIN)",Active,4th Season,"Lagos, Nigeria"
2982334,T.J. Warren,381,1836090.0,https://www.espn.com/nba/player/_/id/2982334/t.j.-warren,Phoenix Suns,Small Forward,"6' 8"", 220 lbs",9/5/1993 (29),NC State,"2014: Rd 1, Pk 14 (PHX)",Active,7th Season,"Durham, NC"
2595209,Damion Lee,382,1836090.0,https://www.espn.com/nba/player/_/id/2595209/damion-lee,Phoenix Suns,Shooting Guard,"6' 5"", 210 lbs",10/21/1992 (30),Louisville,,Active,5th Season,"Baltimore, MD"
6427,Bismack Biyombo,383,1836090.0,https://www.espn.com/nba/player/_/id/6427/bismack-biyombo,Phoenix Suns,Center,"6' 8"", 255 lbs",8/28/1992 (30),,"2011: Rd 1, Pk 7 (SAC)",Active,11th Season,"Lubumbashi, Congo"
4067325,Nathan Knight,384,1836090.0,https://www.espn.com/nba/player/_/id/4067325/nathan-knight,Minnesota Timberwolves,Forward,"6' 8"", 253 lbs",9/20/1997 (25),William & Mary,,Active,2nd Season,"Syracuse, NY"
3908336,Matt Ryan,385,1836090.0,https://www.espn.com/nba/player/_/id/3908336/matt-ryan,Minnesota Timberwolves,Forward,"6' 6"", 215 lbs",4/17/1997 (26),Chattanooga,,Active,1st Season,"Cortlandt Manor, NY"
2994526,Bryn Forbes,386,1836090.0,https://www.espn.com/nba/player/_/id/2994526/bryn-forbes,,Shooting Guard,,7/23/1993,Michigan St,,,,"Lansing, MI"
6617,Austin Rivers,387,1836090.0,https://www.espn.com/nba/player/_/id/6617/austin-rivers,Minnesota Timberwolves,Shooting Guard,"6' 4"", 200 lbs",8/1/1992 (30),Duke,"2012: Rd 1, Pk 10 (NO)",Active,10th Season,"Winter Park, FL"
4032,Wesley Matthews,388,1836090.0,https://www.espn.com/nba/player/_/id/4032/wesley-matthews,Milwaukee Bucks,Shooting Guard,"6' 4"", 220 lbs",10/14/1986 (36),Marquette,,Active,13th Season,"San Antonio, TX"
2184,Udonis Haslem,389,1836090.0,https://www.espn.com/nba/player/_/id/2184/udonis-haslem,Miami Heat,Power Forward,"6' 8"", 235 lbs",6/9/1980 (43),Florida,,Active,19th Season,"Miami, FL"
4278508,Troy Brown Jr.,390,1836090.0,https://www.espn.com/nba/player/_/id/4278508/troy-brown-jr.,Minnesota Timberwolves,Small Forward,"6' 6"", 215 lbs",7/28/1999 (23),Oregon,"2018: Rd 1, Pk 15 (WSH)",Active,4th Season,"Las Vegas, NV"
3032979,Dennis Schroder,391,1836090.0,https://www.espn.com/nba/player/_/id/3032979/dennis-schroder,Toronto Raptors,Point Guard,"6' 1"", 172 lbs",9/15/1993 (29),,"2013: Rd 1, Pk 17 (ATL)",Active,9th Season,"Braunschweig, Germany"
2579294,Frank Kaminsky,392,1836090.0,https://www.espn.com/nba/player/_/id/2579294/frank-kaminsky,Houston Rockets,Power Forward,"7' 0"", 240 lbs",4/4/1993 (30),Wisconsin,"2015: Rd 1, Pk 9 (CHA)",Active,7th Season,"Lisle, IL"
2327577,JaMychal Green,393,1836090.0,https://www.espn.com/nba/player/_/id/2327577/jamychal-green,Golden State Warriors,Forward,"6' 9"", 227 lbs",6/21/1990 (33),Alabama,,Active,8th Season,"Montgomery, AL"
2386,Andre Iguodala,394,1836090.0,https://www.espn.com/nba/player/_/id/2386/andre-iguodala,Golden State Warriors,Forward,"6' 6"", 215 lbs",1/28/1984 (39),Arizona,"2004: Rd 1, Pk 9 (PHI)",Game Time Decision,18th Season,"Springfield, IL"
2488826,Rodney McGruder,395,1836090.0,https://www.espn.com/nba/player/_/id/2488826/rodney-mcgruder,Detroit Pistons,Guard,"6' 4"", 205 lbs",7/29/1991 (31),Kansas St,,Game Time Decision,6th Season,"Landover, MD"
3934723,Thomas Bryant,396,1836090.0,https://www.espn.com/nba/player/_/id/3934723/thomas-bryant,Denver Nuggets,Center,"6' 10"", 248 lbs",7/31/1997 (25),Indiana,"2017: Rd 2, Pk 42 (UTAH)",Active,5th Season,"Rochester, NY"
3442,DeAndre Jordan,397,1836090.0,https://www.espn.com/nba/player/_/id/3442/deandre-jordan,Denver Nuggets,Center,"6' 11"", 265 lbs",7/21/1988 (34),Texas A&M,"2008: Rd 2, Pk 35 (LAC)",Active,14th Season,"Houston, TX"
3138154,Theo Pinson,398,1836090.0,https://www.espn.com/nba/player/_/id/3138154/theo-pinson,Dallas Mavericks,Guard,"6' 7"", 212 lbs",11/5/1995 (27),North Carolina,,Active,4th Season,"Greensboro, NC"
2968334,Facundo Campazzo,399,1836090.0,https://www.espn.com/nba/player/_/id/2968334/facundo-campazzo,,Guard,,3/23/1991,,,,,"Cardoba, Argentina"
6461,Markieff Morris,400,1836090.0,https://www.espn.com/nba/player/_/id/6461/markieff-morris,Dallas Mavericks,Power Forward,"6' 9"", 245 lbs",9/2/1989 (33),Kansas,"2011: Rd 1, Pk 13 (PHX)",Active,11th Season,"Philadelphia, PA"
2968361,Raul Neto,401,1836090.0,https://www.espn.com/nba/player/_/id/2968361/raul-neto,Cleveland Cavaliers,Point Guard,"6' 2"", 180 lbs",5/19/1992 (31),,"2013: Rd 2, Pk 47 (ATL)",Active,7th Season,Brazil
3447,Robin Lopez,402,1836090.0,https://www.espn.com/nba/player/_/id/3447/robin-lopez,Cleveland Cavaliers,Center,"7' 0"", 281 lbs",4/1/1988 (35),Stanford,"2008: Rd 1, Pk 15 (PHX)",Active,14th Season,"North Hollywood, CA"
3078284,Noah Vonleh,403,1836090.0,https://www.espn.com/nba/player/_/id/3078284/noah-vonleh,,Power Forward,,8/24/1995,Indiana,"2014: Rd 1, Pk 9 (CHA)",,,"Salem, MA"
3989,Blake Griffin,404,1836090.0,https://www.espn.com/nba/player/_/id/3989/blake-griffin,Boston Celtics,Power Forward,"6' 9"", 250 lbs",3/16/1989 (34),Oklahoma,"2009: Rd 1, Pk 1 (LAC)",Active,12th Season,"Oklahoma City, OK"
3922230,Aaron Holiday,405,1836090.0,https://www.espn.com/nba/player/_/id/3922230/aaron-holiday,Atlanta Hawks,Guard,"6' 0"", 185 lbs",9/30/1996 (26),UCLA,"2018: Rd 1, Pk 23 (IND)",Active,4th Season,"Chatsworth, CA"
3074797,Wes Iwundu,406,1824003.0,https://www.espn.com/nba/player/_/id/3074797/wes-iwundu,,Forward,,12/20/1994,Kansas St,"2017: Rd 2, Pk 33 (ORL)",,,"Houston, TX"
3907821,Dwayne Bacon,407,1824003.0,https://www.espn.com/nba/player/_/id/3907821/dwayne-bacon,,Shooting Guard,,8/30/1995,Florida St,"2017: Rd 2, Pk 40 (NO)",,,"Lakeland, FL"
4065778,Max Strus,408,1815677.0,https://www.espn.com/nba/player/_/id/4065778/max-strus,Miami Heat,Shooting Guard,"6' 5"", 215 lbs",3/28/1996 (27),DePaul,,Active,3rd Season,"Hickory Hills, IL"
3137259,Gabe Vincent,409,1815677.0,https://www.espn.com/nba/player/_/id/3137259/gabe-vincent,Los Angeles Lakers,Point Guard,"6' 3"", 200 lbs",6/14/1996 (27),UCSB,,Active,3rd Season,"Modesto, CA"
2596112,Javonte Green,410,1815677.0,https://www.espn.com/nba/player/_/id/2596112/javonte-green,Chicago Bulls,Small Forward,"6' 5"", 205 lbs",7/23/1993 (29),Radford,,Active,3rd Season,"Petersburg, VA"
3934721,Juwan Morgan,411,1815518.0,https://www.espn.com/nba/player/_/id/3934721/juwan-morgan,,Forward,,4/17/1997,Indiana,,,,"Waynesville, MO"
4277813,Herbert Jones,412,1785000.0,https://www.espn.com/nba/player/_/id/4277813/herbert-jones,New Orleans Pelicans,Small Forward,"6' 7"", 206 lbs",10/6/1998 (24),Alabama,"2021: Rd 2, Pk 35 (NO)",Active,1st Season,"Greensboro, AL"
4278076,Nick Richards,413,1782621.0,https://www.espn.com/nba/player/_/id/4278076/nick-richards,Charlotte Hornets,Center,"7' 0"", 245 lbs",11/29/1997 (25),Kentucky,"2020: Rd 2, Pk 42 (NO)",Active,2nd Season,"Kingston, Jamaica"
4431669,Vernon Carey Jr.,414,1782621.0,https://www.espn.com/nba/player/_/id/4431669/vernon-carey-jr.,,Center,,2/25/2001,Duke,"2020: Rd 2, Pk 32 (CHA)",,,"Southwest Ranches, FL"
4395626,Tre Jones,415,1782621.0,https://www.espn.com/nba/player/_/id/4395626/tre-jones,San Antonio Spurs,Point Guard,"6' 1"", 185 lbs",1/8/2000 (23),Duke,"2020: Rd 2, Pk 41 (SA)",Active,2nd Season,"Apple Valley, MN"
4278521,KZ Okpala,416,1782621.0,https://www.espn.com/nba/player/_/id/4278521/kz-okpala,,Small Forward,,4/28/1999,Stanford,"2019: Rd 2, Pk 32 (PHX)",,,"Orange County, CA"
4278562,Paul Reed,417,1782621.0,https://www.espn.com/nba/player/_/id/4278562/paul-reed,Philadelphia 76ers,Small Forward,"6' 9"", 210 lbs",6/14/1999 (24),DePaul,"2020: Rd 2, Pk 58 (PHI)",Active,2nd Season,"Orlando, FL"
2991018,Yogi Ferrell,418,1782621.0,https://www.espn.com/nba/player/_/id/2991018/yogi-ferrell,,Point Guard,,5/9/1993,Indiana,,,,"Indianapolis, IN"
4431828,Kenyon Martin Jr.,419,1782621.0,https://www.espn.com/nba/player/_/id/4431828/kenyon-martin-jr.,Houston Rockets,Forward,"6' 7"", 215 lbs",1/6/2001 (22),,"2020: Rd 2, Pk 52 (SAC)",Active,2nd Season,"West Hills, CA"
4401415,Alen Smailagic,420,1782621.0,https://www.espn.com/nba/player/_/id/4401415/alen-smailagic,,Power Forward,,8/18/2000,,"2019: Rd 2, Pk 39 (NO)",,,"Belgrade, Serbia"
4066405,Lamar Stevens,421,1782621.0,https://www.espn.com/nba/player/_/id/4066405/lamar-stevens,Cleveland Cavaliers,Forward,"6' 6"", 230 lbs",7/9/1997 (25),Penn State,,Active,2nd Season,"Philadelphia, PA"
4278594,Naji Marshall,422,1782621.0,https://www.espn.com/nba/player/_/id/4278594/naji-marshall,New Orleans Pelicans,Small Forward,"6' 7"", 220 lbs",1/24/1998 (25),Xavier,,Active,2nd Season,"Atlantic City, NJ"
4066851,Miye Oni,423,1782621.0,https://www.espn.com/nba/player/_/id/4066851/miye-oni,,Shooting Guard,,8/4/1997,Yale,"2019: Rd 2, Pk 58 (GS)",,,"Northridge, CA"
3133838,Yuta Watanabe,424,1762796.0,https://www.espn.com/nba/player/_/id/3133838/yuta-watanabe,Phoenix Suns,Small Forward,"6' 8"", 215 lbs",10/13/1994 (28),G Washington,,Active,4th Season,"Kagawa, Japan"
3912334,Khyri Thomas,425,1762796.0,https://www.espn.com/nba/player/_/id/3912334/khyri-thomas,,Shooting Guard,,5/8/1996,Creighton,"2018: Rd 2, Pk 38 (PHI)",,,"Omaha, NE"
4278124,Saben Lee,426,1752638.0,https://www.espn.com/nba/player/_/id/4278124/saben-lee,Phoenix Suns,Guard,"6' 2"", 183 lbs",6/23/1999 (24),Vanderbilt,"2020: Rd 2, Pk 38 (UTAH)",Active,2nd Season,"Phoenix, AZ"
3906977,Devin Cannady,427,1752638.0,https://www.espn.com/nba/player/_/id/3906977/devin-cannady,,Guard,,5/21/1996,Princeton,,,,"Mishawaka, IN"
4231914,Luca Vildoza,428,1752638.0,https://www.espn.com/nba/player/_/id/4231914/luca-vildoza,,Guard,,8/11/1995,,,,,
3908819,Rayjon Tucker,429,1752638.0,https://www.espn.com/nba/player/_/id/3908819/rayjon-tucker,,Guard,,9/24/1997,Little Rock,,,,"Charlotte, NC"
4291678,Haywood Highsmith,430,1752638.0,https://www.espn.com/nba/player/_/id/4291678/haywood-highsmith,Miami Heat,Forward,"6' 4"", 220 lbs",12/9/1996 (26),Wheeling Jesuit,,Active,2nd Season,"Baltimore, MD"
3074213,Omer Yurtseven,431,1752638.0,https://www.espn.com/nba/player/_/id/3074213/omer-yurtseven,Miami Heat,Center,"6' 11"", 275 lbs",6/19/1998 (25),Georgetown,,Active,1st Season,Uzbekistan
